city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Delhi,2023-03-12,192,0.15,108,66,31,40,131,232,12
Delhi,2023-03-13,249,7.04,47,150,31,62,52,70,50
Delhi,2023-03-14,289,11.84,7,150,91,39,21,179,50
Delhi,2023-03-15,136,10.4,132,76,64,9,150,126,21
Delhi,2023-03-16,158,0.48,94,53,42,35,62,101,21
Delhi,2023-03-17,300,1.24,200,30,10,32,8,26,20
Delhi,2023-03-18,249,4.09,47,5,78,33,60,245,50
Delhi,2023-03-19,192,0.99,200,-200,87,38,17,115,6
Delhi,2023-03-20,124,1.29,63,23,123,19,51,168,29
Delhi,2023-03-21,214,0.31,80,-200,127,21,100,97,50
Delhi,2023-03-22,199,13.36,36,112,180,26,41,10,34
Delhi,2023-03-23,156,1.01,84,114,25,72,36,79,39
Delhi,2023-03-24,84,2.22,34,26,180,28,21,38,50
Delhi,2023-03-25,107,0.89,39,80,75,5,109,96,38
Delhi,2023-03-26,251,2.08,6,128,180,52,150,226,50
Delhi,2023-03-27,280,0.12,129,150,31,80,57,250,44
Delhi,2023-03-28,72,4.42,149,40,76,100,78,88,29
Delhi,2023-03-29,152,4.15,103,59,94,59,98,65,50
Delhi,2023-03-30,138,2.54,23,12,84,8,34,115,50
Delhi,2023-03-31,160,0.31,15,71,180,30,150,115,50
Delhi,2023-04-01,207,0.93,138,150,66,43,150,141,4
Delhi,2023-04-02,160,1.24,70,150,105,17,85,250,18
Delhi,2023-04-03,139,4.01,35,23,101,37,12,57,35
Delhi,2023-04-04,250,4.17,113,134,97,9,58,-200,36
Delhi,2023-04-05,125,0.67,6,102,180,8,98,84,16
Delhi,2023-04-06,115,1.04,42,56,94,18,39,174,13
Delhi,2023-04-07,211,5.23,44,49,180,11,150,209,18
Delhi,2023-04-08,267,1.63,1,42,42,51,115,153,34
Delhi,2023-04-09,274,0.45,101,44,61,64,67,118,34
Delhi,2023-04-10,22,1.54,32,109,53,32,98,232,50
Delhi,2023-04-11,297,2.81,51,63,33,100,55,250,38
Delhi,2023-04-12,284,4.11,54,117,180,25,150,45,50
Delhi,2023-04-13,200,6.89,32,137,124,6,50,47,13
Delhi,2023-04-14,97,1.97,84,144,50,4,150,131,50
Delhi,2023-04-15,167,3.64,5,105,180,22,5,39,50
Delhi,2023-04-16,215,11.24,130,77,157,27,25,189,50
Delhi,2023-04-17,129,2.83,158,150,41,17,32,105,22
Delhi,2023-04-18,64,4.06,27,7,11,9,150,250,50
Delhi,2023-04-19,129,0.68,13,76,133,20,92,39,19
Delhi,2023-04-20,161,0.96,188,36,132,15,24,60,31
Delhi,2023-04-21,300,5.94,34,143,180,46,146,57,41
Delhi,2023-04-22,245,1.11,15,34,75,20,59,27,50
Delhi,2023-04-23,277,0.75,200,23,133,20,24,221,32
Delhi,2023-04-24,150,2.34,71,36,43,21,150,238,9
Delhi,2023-04-25,300,0.42,55,105,51,38,24,58,50
Delhi,2023-04-26,263,2.46,81,53,27,91,133,16,50
Delhi,2023-04-27,149,4.81,94,18,53,40,150,123,50
Delhi,2023-04-28,203,9.55,66,112,90,67,26,109,50
Delhi,2023-04-29,288,7.75,72,150,180,4,54,64,7
Delhi,2023-04-30,300,1.75,86,147,55,29,67,152,50
Delhi,2023-05-01,20,13.04,94,62,180,93,84,116,23
Delhi,2023-05-02,217,2.99,134,78,59,38,85,40,8
Delhi,2023-05-03,132,4.98,159,150,19,16,116,80,42
Delhi,2023-05-04,43,7.84,56,69,180,50,75,19,50
Delhi,2023-05-05,241,6.0,30,82,68,31,150,49,50
Delhi,2023-05-06,292,3.62,84,66,47,21,74,116,50
Delhi,2023-05-07,48,1.61,125,150,88,31,60,121,23
Delhi,2023-05-08,10,3.26,49,84,180,16,150,83,14
Delhi,2023-05-09,239,1.7,37,71,94,58,63,96,21
Delhi,2023-05-10,223,1.0,35,150,95,6,84,157,50
Delhi,2023-05-11,112,6.39,25,118,180,18,81,106,15
Delhi,2023-05-12,166,5.36,116,75,80,56,148,46,37
Delhi,2023-05-13,144,5.58,57,120,73,34,131,153,27
Delhi,2023-05-14,188,1.23,57,12,103,11,144,32,21
Delhi,2023-05-15,123,1.93,151,150,10,36,23,123,46
Delhi,2023-05-16,196,6.41,91,59,112,59,45,51,16
Delhi,2023-05-17,164,2.45,55,93,48,60,150,66,50
Delhi,2023-05-18,300,6.83,54,64,51,66,69,124,14
Delhi,2023-05-19,251,2.1,45,27,85,18,150,250,28
Delhi,2023-05-20,265,2.93,110,5,52,39,45,58,50
Delhi,2023-05-21,132,2.6,69,144,180,13,27,127,3
Delhi,2023-05-22,92,1.47,123,112,81,50,106,28,19
Delhi,2023-05-23,300,12.71,134,85,111,34,10,64,38
Delhi,2023-05-24,132,1.31,21,32,180,23,141,133,23
Delhi,2023-05-25,105,1.75,85,144,151,10,41,77,3
Delhi,2023-05-26,208,0.25,82,106,118,27,31,82,35
Delhi,2023-05-27,277,2.29,55,72,12,46,150,96,24
Delhi,2023-05-28,136,0.1,86,9,180,29,84,182,12
Delhi,2023-05-29,165,2.81,42,24,176,26,21,107,7
Delhi,2023-05-30,129,2.63,64,15,136,37,109,180,18
Delhi,2023-05-31,128,5.02,73,26,33,20,17,34,9
Delhi,2023-06-01,138,8.13,38,133,67,32,150,10,32
Delhi,2023-06-02,146,10.33,64,43,66,78,86,83,14
Delhi,2023-06-03,77,4.28,33,59,180,37,34,10,13
Delhi,2023-06-04,122,3.11,60,46,180,27,121,21,25
Delhi,2023-06-05,98,0.4,102,48,180,52,39,38,14
Delhi,2023-06-06,137,0.14,78,65,148,82,61,42,34
Delhi,2023-06-07,300,1.68,91,82,39,28,13,35,35
Delhi,2023-06-08,22,0.58,37,21,31,34,32,26,16
Delhi,2023-06-09,45,5.93,111,107,134,16,80,113,13
Delhi,2023-06-10,151,5.4,10,25,75,21,75,53,19
Delhi,2023-06-11,155,2.76,24,48,93,88,29,65,47
Delhi,2023-06-12,245,3.25,70,137,39,64,97,36,19
Delhi,2023-06-13,10,2.8,52,126,51,13,22,93,37
Delhi,2023-06-14,275,1.03,4,150,90,60,93,97,25
Delhi,2023-06-15,182,1.16,38,54,119,16,116,182,17
Delhi,2023-06-16,197,0.52,65,39,126,84,118,25,35
Delhi,2023-06-17,220,4.5,27,127,41,25,31,44,33
Delhi,2023-06-18,51,0.61,39,82,43,71,50,250,6
Delhi,2023-06-19,181,2.99,54,45,79,46,95,85,33
Delhi,2023-06-20,90,5.94,79,150,140,17,24,250,50
Delhi,2023-06-21,205,0.84,124,61,129,69,45,131,50
Delhi,2023-06-22,74,1.97,34,126,91,32,54,203,11
Delhi,2023-06-23,116,2.77,13,48,87,4,28,108,34
Delhi,2023-06-24,278,3.12,70,54,85,34,38,111,16
Delhi,2023-06-25,169,-200.0,44,51,66,52,88,74,40
Delhi,2023-06-26,142,0.88,44,42,180,80,31,71,32
Delhi,2023-06-27,187,0.2,18,29,113,7,32,168,43
Delhi,2023-06-28,258,2.43,151,150,57,18,73,26,20
Delhi,2023-06-29,156,1.59,64,92,61,10,22,11,15
Delhi,2023-06-30,47,1.7,30,80,25,32,43,116,36
Delhi,2023-07-01,119,0.1,45,48,51,16,76,216,50
Delhi,2023-07-02,53,8.05,106,26,83,37,12,78,50
Delhi,2023-07-03,10,2.12,191,7,92,7,74,191,41
Delhi,2023-07-04,41,14.47,87,47,180,100,57,65,12
Delhi,2023-07-05,193,0.62,89,43,180,46,56,112,9
Delhi,2023-07-06,191,2.52,19,38,69,96,63,42,29
Delhi,2023-07-07,180,6.02,98,57,39,100,66,42,22
Delhi,2023-07-08,104,1.76,102,87,56,58,47,83,12
Delhi,2023-07-09,87,6.21,160,113,10,12,18,90,16
Delhi,2023-07-10,241,4.48,33,150,67,100,43,74,44
Delhi,2023-07-11,191,0.91,12,60,50,19,54,67,26
Delhi,2023-07-12,68,5.22,9,112,156,53,52,63,13
Delhi,2023-07-13,81,1.36,39,122,38,61,12,101,31
Delhi,2023-07-14,99,0.1,16,101,72,100,110,185,1
Delhi,2023-07-15,88,2.01,14,6,67,49,21,10,10
Delhi,2023-07-16,122,0.52,34,56,94,27,92,35,17
Delhi,2023-07-17,171,1.09,51,150,30,42,29,44,46
Delhi,2023-07-18,130,2.86,50,34,45,6,-200,32,19
Delhi,2023-07-19,188,8.6,6,150,35,24,59,41,14
Delhi,2023-07-20,203,3.04,69,44,67,30,73,128,33
Delhi,2023-07-21,103,0.7,44,107,180,28,31,40,33
Delhi,2023-07-22,28,0.54,63,85,44,32,40,22,31
Delhi,2023-07-23,157,5.85,28,150,67,3,99,139,40
Delhi,2023-07-24,64,3.61,46,52,57,64,48,57,15
Delhi,2023-07-25,59,1.42,43,135,50,32,40,74,38
Delhi,2023-07-26,58,0.89,9,108,42,19,150,137,9
Delhi,2023-07-27,196,1.78,69,5,73,10,43,250,38
Delhi,2023-07-28,189,3.55,33,105,35,28,83,137,5
Delhi,2023-07-29,243,0.29,17,150,118,44,22,51,50
Delhi,2023-07-30,225,2.2,34,42,54,55,94,102,23
Delhi,2023-07-31,112,14.42,178,14,47,32,10,48,50
Delhi,2023-08-01,180,1.96,23,30,18,17,69,101,14
Delhi,2023-08-02,65,2.18,32,43,112,30,48,175,50
Delhi,2023-08-03,143,1.39,50,46,30,47,73,73,24
Delhi,2023-08-04,190,8.21,92,5,36,24,17,91,12
Delhi,2023-08-05,137,0.73,23,32,77,48,69,73,3
Delhi,2023-08-06,87,0.22,21,83,69,28,22,187,22
Delhi,2023-08-07,68,2.29,18,63,28,14,16,124,9
Delhi,2023-08-08,211,1.79,51,17,94,62,41,201,27
Delhi,2023-08-09,83,2.2,142,13,47,23,150,125,29
Delhi,2023-08-10,74,3.61,33,30,89,54,150,50,5
Delhi,2023-08-11,98,0.1,74,23,60,36,30,86,8
Delhi,2023-08-12,190,1.2,29,56,10,9,86,50,8
Delhi,2023-08-13,32,2.61,84,79,94,71,33,19,20
Delhi,2023-08-14,224,7.41,38,105,16,12,82,82,17
Delhi,2023-08-15,180,0.98,67,55,10,24,59,12,25
Delhi,2023-08-16,182,1.18,35,19,10,32,8,111,50
Delhi,2023-08-17,10,7.6,19,39,180,26,29,144,13
Delhi,2023-08-18,69,2.5,54,101,30,27,36,69,7
Delhi,2023-08-19,150,1.1,97,23,95,47,-200,111,10
Delhi,2023-08-20,195,1.04,75,109,20,33,24,198,9
Delhi,2023-08-21,124,1.84,4,55,20,34,37,51,50
Delhi,2023-08-22,237,3.26,8,35,105,30,72,65,41
Delhi,2023-08-23,121,0.82,47,16,61,42,52,76,26
Delhi,2023-08-24,120,8.38,33,85,52,7,115,41,4
Delhi,2023-08-25,143,4.07,104,73,144,10,13,52,38
Delhi,2023-08-26,139,1.16,53,50,44,26,36,49,24
Delhi,2023-08-27,95,0.13,42,6,65,18,107,15,19
Delhi,2023-08-28,155,2.81,31,36,103,33,63,49,11
Delhi,2023-08-29,123,2.04,65,13,53,15,41,116,9
Delhi,2023-08-30,142,2.69,25,96,29,43,13,79,28
Delhi,2023-08-31,68,2.96,23,46,44,14,74,154,39
Delhi,2023-09-01,132,1.06,52,20,54,24,50,83,18
Delhi,2023-09-02,131,4.21,40,53,31,8,51,48,10
Delhi,2023-09-03,142,0.68,32,112,84,12,66,90,9
Delhi,2023-09-04,79,1.49,53,8,10,25,43,82,19
Delhi,2023-09-05,129,0.31,76,45,14,3,30,52,5
Delhi,2023-09-06,10,1.17,24,132,74,28,35,51,25
Delhi,2023-09-07,45,3.38,116,16,85,9,44,109,3
Delhi,2023-09-08,58,8.78,15,36,66,66,25,192,23
Delhi,2023-09-09,47,2.83,29,11,42,16,44,101,16
Delhi,2023-09-10,52,1.14,82,138,48,27,33,74,20
Delhi,2023-09-11,40,0.51,25,88,104,16,46,53,27
Delhi,2023-09-12,23,0.37,47,114,30,52,48,61,13
Delhi,2023-09-13,173,1.54,26,125,144,14,34,10,16
Delhi,2023-09-14,107,0.48,70,119,91,44,34,22,21
Delhi,2023-09-15,161,2.23,1,47,10,11,44,181,17
Delhi,2023-09-16,137,1.16,39,23,76,7,39,156,20
Delhi,2023-09-17,117,2.01,24,9,45,39,52,22,2
Delhi,2023-09-18,66,5.18,27,38,48,21,53,47,7
Delhi,2023-09-19,130,3.29,60,27,180,57,14,11,15
Delhi,2023-09-20,116,3.93,112,146,86,15,86,71,5
Delhi,2023-09-21,39,2.31,24,85,21,15,103,86,25
Delhi,2023-09-22,155,5.99,24,119,88,19,94,102,17
Delhi,2023-09-23,130,4.23,15,95,180,4,24,37,29
Delhi,2023-09-24,113,0.82,22,34,35,33,45,49,11
Delhi,2023-09-25,171,1.35,70,67,109,6,15,23,17
Delhi,2023-09-26,156,7.56,23,97,33,19,27,55,15
Delhi,2023-09-27,14,0.17,42,39,149,32,48,171,42
Delhi,2023-09-28,184,0.79,21,15,10,43,5,75,4
Delhi,2023-09-29,54,15.0,71,61,118,25,17,44,32
Delhi,2023-09-30,23,0.62,20,24,50,33,83,18,8
Delhi,2023-10-01,39,6.6,31,15,69,50,6,31,49
Delhi,2023-10-02,111,0.73,21,150,42,32,19,27,27
Delhi,2023-10-03,190,2.46,22,17,106,14,50,43,13
Delhi,2023-10-04,58,1.29,51,57,70,11,48,214,6
Delhi,2023-10-05,62,10.92,17,46,20,30,6,112,22
Delhi,2023-10-06,198,4.3,13,87,49,16,15,43,12
Delhi,2023-10-07,28,3.57,41,49,81,13,69,158,14
Delhi,2023-10-08,53,2.25,33,43,46,32,28,25,19
Delhi,2023-10-09,134,6.11,53,30,66,53,80,14,12
Delhi,2023-10-10,169,4.92,7,40,32,27,5,144,16
Delhi,2023-10-11,47,0.89,17,55,26,64,34,170,19
Delhi,2023-10-12,137,6.4,50,28,87,15,7,53,5
Delhi,2023-10-13,80,1.37,30,19,79,15,12,28,18
Delhi,2023-10-14,89,4.77,39,46,22,12,69,30,46
Delhi,2023-10-15,29,5.03,57,39,22,22,19,40,12
Delhi,2023-10-16,140,0.97,18,50,92,22,50,61,25
Delhi,2023-10-17,38,-200.0,82,23,49,3,25,78,47
Delhi,2023-10-18,132,2.09,22,9,127,14,47,44,22
Delhi,2023-10-19,166,3.56,53,34,129,69,76,46,30
Delhi,2023-10-20,153,0.54,26,138,120,18,27,124,50
Delhi,2023-10-21,41,0.5,44,76,123,38,26,19,13
Delhi,2023-10-22,144,14.07,20,109,48,12,58,54,12
Delhi,2023-10-23,208,0.83,20,32,81,54,54,70,50
Delhi,2023-10-24,84,0.1,23,27,73,10,14,49,3
Delhi,2023-10-25,118,2.49,44,66,100,16,90,141,7
Delhi,2023-10-26,102,5.79,2,102,99,59,9,94,11
Delhi,2023-10-27,10,0.46,66,14,71,14,45,122,20
Delhi,2023-10-28,232,10.78,15,150,43,12,37,17,10
Delhi,2023-10-29,93,0.84,40,46,79,21,85,107,24
Delhi,2023-10-30,175,2.19,79,49,41,26,36,48,20
Delhi,2023-10-31,127,1.32,52,117,68,22,78,34,3
Delhi,2023-11-01,132,1.81,26,37,27,50,9,102,17
Delhi,2023-11-02,190,1.16,66,17,90,31,38,102,10
Delhi,2023-11-03,113,5.76,34,23,44,15,53,157,5
Delhi,2023-11-04,130,0.18,22,85,75,5,46,61,6
Delhi,2023-11-05,82,2.55,37,31,115,20,25,78,23
Delhi,2023-11-06,159,1.02,35,56,90,11,74,24,20
Delhi,2023-11-07,117,2.51,37,14,10,18,53,175,23
Delhi,2023-11-08,46,1.72,28,40,132,30,16,43,31
Delhi,2023-11-09,121,0.36,34,38,96,16,25,129,1
Delhi,2023-11-10,53,0.52,18,90,64,8,14,139,6
Delhi,2023-11-11,77,0.88,25,66,38,6,63,104,50
Delhi,2023-11-12,125,4.59,11,124,41,41,109,74,18
Delhi,2023-11-13,126,0.16,48,92,50,23,27,45,8
Delhi,2023-11-14,87,3.06,15,85,92,21,50,33,18
Delhi,2023-11-15,177,0.97,74,131,107,29,74,24,31
Delhi,2023-11-16,164,2.48,33,49,47,22,48,86,9
Delhi,2023-11-17,75,8.45,56,62,30,21,130,10,1
Delhi,2023-11-18,10,4.94,138,18,46,35,60,58,47
Delhi,2023-11-19,159,8.15,21,19,67,42,134,90,14
Delhi,2023-11-20,189,1.5,77,82,20,18,37,123,2
Delhi,2023-11-21,94,3.88,36,40,175,48,87,49,22
Delhi,2023-11-22,67,1.2,17,98,108,10,-200,17,28
Delhi,2023-11-23,62,2.63,40,149,23,31,42,26,10
Delhi,2023-11-24,143,0.59,31,125,87,10,81,147,24
Delhi,2023-11-25,152,4.96,45,113,130,5,9,64,34
Delhi,2023-11-26,190,2.0,28,42,49,23,50,51,15
Delhi,2023-11-27,143,0.49,11,150,107,61,20,45,1
Delhi,2023-11-28,123,1.98,40,61,12,24,58,107,12
Delhi,2023-11-29,245,1.73,31,56,48,16,72,15,33
Delhi,2023-11-30,129,9.93,33,17,65,40,51,72,16
Delhi,2023-12-01,96,1.66,13,80,76,41,31,67,6
Delhi,2023-12-02,28,1.63,41,5,82,15,150,78,31
Delhi,2023-12-03,83,0.61,84,119,125,90,17,123,10
Delhi,2023-12-04,61,0.27,38,62,59,7,49,76,8
Delhi,2023-12-05,216,5.25,128,57,10,26,99,79,19
Delhi,2023-12-06,168,1.83,157,67,73,63,66,237,8
Delhi,2023-12-07,64,0.1,19,98,84,21,61,162,16
Delhi,2023-12-08,175,0.1,28,12,67,5,36,89,10
Delhi,2023-12-09,165,0.31,33,83,65,22,23,82,24
Delhi,2023-12-10,152,1.47,49,16,133,36,50,104,31
Delhi,2023-12-11,254,0.13,25,34,26,3,66,250,17
Delhi,2023-12-12,210,9.99,33,120,87,28,31,87,39
Delhi,2023-12-13,87,0.71,38,64,122,29,40,100,47
Delhi,2023-12-14,161,6.01,39,58,27,46,15,59,19
Delhi,2023-12-15,105,0.76,17,32,19,76,32,49,50
Delhi,2023-12-16,30,1.34,62,57,29,30,150,124,30
Delhi,2023-12-17,54,3.55,20,13,74,28,25,153,6
Delhi,2023-12-18,86,0.66,45,19,55,16,61,23,2
Delhi,2023-12-19,56,0.84,78,-200,31,26,51,22,13
Delhi,2023-12-20,122,2.78,3,61,100,33,84,116,41
Delhi,2023-12-21,10,3.74,31,23,10,25,97,52,29
Delhi,2023-12-22,222,0.1,34,117,137,35,16,10,12
Delhi,2023-12-23,107,1.47,35,87,37,44,149,74,26
Delhi,2023-12-24,247,1.32,73,31,180,32,31,17,12
Delhi,2023-12-25,148,0.1,17,27,173,33,12,139,2
Delhi,2023-12-26,149,0.72,43,150,145,28,94,12,23
Delhi,2023-12-27,95,1.39,47,6,115,40,108,60,37
Delhi,2023-12-28,272,2.75,34,16,114,21,20,41,5
Delhi,2023-12-29,68,0.64,57,79,37,100,56,110,34
Delhi,2023-12-30,91,2.11,83,12,26,16,62,26,7
Delhi,2023-12-31,246,1.12,105,17,37,28,81,61,14
Mumbai,2022-01-01,150,0.73,16,31,70,28,48,77,18
Mumbai,2022-01-02,84,2.08,56,60,30,15,11,40,5
Mumbai,2022-01-03,142,4.52,134,13,43,15,5,33,50
Mumbai,2022-01-04,104,11.68,26,15,87,13,19,-200,14
Mumbai,2022-01-05,50,2.63,51,43,87,18,150,12,50
Mumbai,2022-01-06,69,0.69,6,47,110,27,6,11,3
Mumbai,2022-01-07,65,4.0,8,32,10,17,47,133,18
Mumbai,2022-01-08,167,0.61,35,13,37,11,38,10,38
Mumbai,2022-01-09,131,4.77,29,150,162,30,37,49,12
Mumbai,2022-01-10,62,1.38,16,38,106,18,9,47,6
Mumbai,2022-01-11,179,5.56,3,41,19,16,36,112,11
Mumbai,2022-01-12,97,0.11,73,98,180,9,145,47,45
Mumbai,2022-01-13,141,1.88,20,141,131,6,26,99,4
Mumbai,2022-01-14,94,0.86,65,37,60,41,51,56,45
Mumbai,2022-01-15,106,2.2,31,112,73,8,16,34,34
Mumbai,2022-01-16,149,1.67,36,18,39,52,33,54,9
Mumbai,2022-01-17,158,1.63,16,72,35,31,46,60,12
Mumbai,2022-01-18,123,0.83,39,25,119,40,17,31,2
Mumbai,2022-01-19,146,0.53,25,43,25,21,49,18,21
Mumbai,2022-01-20,117,1.37,83,56,23,10,46,49,29
Mumbai,2022-01-21,34,5.55,59,50,141,20,17,26,22
Mumbai,2022-01-22,42,0.8,126,38,152,4,5,35,23
Mumbai,2022-01-23,112,1.67,20,59,45,7,121,10,21
Mumbai,2022-01-24,109,0.9,35,92,21,8,83,103,47
Mumbai,2022-01-25,96,2.78,27,86,134,7,148,46,21
Mumbai,2022-01-26,140,0.62,71,77,60,38,30,42,18
Mumbai,2022-01-27,176,6.94,51,31,53,45,50,76,20
Mumbai,2022-01-28,47,0.11,5,98,59,26,29,182,12
Mumbai,2022-01-29,95,0.75,72,31,67,6,19,16,19
Mumbai,2022-01-30,119,0.6,40,38,49,13,30,21,24
Mumbai,2022-01-31,155,1.91,30,40,62,60,39,70,50
Mumbai,2022-02-01,99,4.11,45,58,43,31,11,60,8
Mumbai,2022-02-02,136,4.08,7,74,10,30,16,42,15
Mumbai,2022-02-03,199,2.49,13,45,131,23,61,143,11
Mumbai,2022-02-04,83,7.52,13,106,177,6,51,42,11
Mumbai,2022-02-05,145,1.4,36,67,175,29,66,140,10
Mumbai,2022-02-06,154,0.33,21,15,79,8,44,61,46
Mumbai,2022-02-07,48,3.33,45,23,13,2,15,24,2
Mumbai,2022-02-08,163,2.2,77,25,41,19,85,143,23
Mumbai,2022-02-09,129,0.21,23,5,47,53,24,52,32
Mumbai,2022-02-10,91,1.09,29,83,10,8,139,124,36
Mumbai,2022-02-11,130,4.81,48,28,47,46,29,41,18
Mumbai,2022-02-12,131,2.13,85,150,25,38,45,11,50
Mumbai,2022-02-13,92,0.12,24,131,57,53,35,104,17
Mumbai,2022-02-14,69,1.86,53,83,60,3,15,46,49
Mumbai,2022-02-15,113,6.51,92,97,41,28,76,37,32
Mumbai,2022-02-16,150,2.03,18,69,56,6,28,45,50
Mumbai,2022-02-17,51,4.38,21,64,63,20,37,140,9
Mumbai,2022-02-18,55,2.54,4,33,18,19,7,56,24
Mumbai,2022-02-19,115,6.16,57,105,75,24,59,92,34
Mumbai,2022-02-20,120,5.49,12,102,11,40,59,100,20
Mumbai,2022-02-21,255,7.74,20,45,140,34,62,171,49
Mumbai,2022-02-22,163,10.34,129,68,105,48,107,34,5
Mumbai,2022-02-23,50,0.47,25,100,51,22,13,24,13
Mumbai,2022-02-24,75,0.12,64,14,23,31,37,58,39
Mumbai,2022-02-25,103,1.59,38,33,57,44,32,86,14
Mumbai,2022-02-26,10,1.8,20,32,63,38,38,54,24
Mumbai,2022-02-27,119,1.92,11,128,47,24,10,156,13
Mumbai,2022-02-28,213,-200.0,35,73,46,8,59,98,1
Mumbai,2022-03-01,41,0.41,77,34,100,91,62,72,10
Mumbai,2022-03-02,136,1.6,49,52,103,8,47,72,12
Mumbai,2022-03-03,142,0.28,12,25,47,21,61,109,10
Mumbai,2022-03-04,214,3.43,48,150,151,15,14,18,2
Mumbai,2022-03-05,133,3.25,22,76,38,12,66,250,47
Mumbai,2022-03-06,153,6.49,83,68,10,42,65,144,11
Mumbai,2022-03-07,188,0.45,13,56,62,1,29,107,13
Mumbai,2022-03-08,209,2.27,44,40,134,17,17,114,6
Mumbai,2022-03-09,92,15.0,39,40,180,34,41,45,26
Mumbai,2022-03-10,10,8.28,83,10,80,22,79,78,28
Mumbai,2022-03-11,243,0.2,67,40,27,22,19,84,22
Mumbai,2022-03-12,36,1.78,41,141,67,18,76,67,19
Mumbai,2022-03-13,190,5.57,17,96,15,94,21,81,50
Mumbai,2022-03-14,34,0.73,25,91,10,36,59,10,2
Mumbai,2022-03-15,10,0.1,47,27,14,50,120,192,21
Mumbai,2022-03-16,10,4.42,8,17,36,62,60,78,22
Mumbai,2022-03-17,180,0.68,69,52,139,17,80,164,38
Mumbai,2022-03-18,62,1.69,32,7,18,20,48,100,5
Mumbai,2022-03-19,114,0.24,75,61,95,27,24,29,17
Mumbai,2022-03-20,165,5.14,17,33,65,75,58,95,15
Mumbai,2022-03-21,230,7.39,41,103,24,23,150,85,14
Mumbai,2022-03-22,189,2.07,30,42,10,2,62,51,31
Mumbai,2022-03-23,145,2.92,41,42,31,11,11,75,50
Mumbai,2022-03-24,261,3.7,18,95,157,15,77,169,4
Mumbai,2022-03-25,152,4.42,14,74,64,4,25,37,43
Mumbai,2022-03-26,118,2.23,17,80,51,30,40,250,24
Mumbai,2022-03-27,170,1.51,82,48,159,48,5,40,19
Mumbai,2022-03-28,127,1.99,23,70,50,25,34,64,8
Mumbai,2022-03-29,145,8.43,58,14,39,26,133,31,15
Mumbai,2022-03-30,94,5.14,47,20,37,96,5,72,20
Mumbai,2022-03-31,96,0.64,81,59,180,4,63,94,30
Mumbai,2022-04-01,185,0.18,97,150,20,35,101,72,9
Mumbai,2022-04-02,67,3.87,21,67,37,26,11,18,32
Mumbai,2022-04-03,10,2.12,102,67,18,32,32,32,46
Mumbai,2022-04-04,157,2.25,23,26,180,34,48,38,10
Mumbai,2022-04-05,257,2.3,62,49,17,16,61,169,22
Mumbai,2022-04-06,194,0.32,42,105,52,52,31,130,24
Mumbai,2022-04-07,10,2.69,20,150,94,16,12,82,29
Mumbai,2022-04-08,91,3.44,47,117,29,16,9,181,15
Mumbai,2022-04-09,229,4.22,2,66,99,37,85,91,23
Mumbai,2022-04-10,27,1.5,35,59,35,12,67,133,10
Mumbai,2022-04-11,109,2.51,50,28,63,31,150,64,3
Mumbai,2022-04-12,30,0.1,21,38,140,22,68,198,34
Mumbai,2022-04-13,103,0.46,35,51,172,52,91,107,24
Mumbai,2022-04-14,113,0.1,12,84,40,46,6,30,41
Mumbai,2022-04-15,217,5.78,69,23,135,12,98,28,14
Mumbai,2022-04-16,10,1.2,15,83,180,57,81,17,14
Mumbai,2022-04-17,229,4.94,40,16,45,2,87,20,20
Mumbai,2022-04-18,45,5.26,44,93,41,63,78,114,49
Mumbai,2022-04-19,135,2.44,28,69,21,50,90,64,12
Mumbai,2022-04-20,137,1.61,10,37,150,10,118,107,31
Mumbai,2022-04-21,86,4.64,17,41,180,14,5,84,45
Mumbai,2022-04-22,137,2.22,123,82,77,20,67,16,50
Mumbai,2022-04-23,175,3.41,69,49,160,22,29,80,38
Mumbai,2022-04-24,79,0.81,18,-200,43,51,52,26,50
Mumbai,2022-04-25,42,2.45,26,22,36,26,38,38,25
Mumbai,2022-04-26,151,0.69,61,54,87,40,26,250,50
Mumbai,2022-04-27,175,1.13,28,6,10,20,137,66,8
Mumbai,2022-04-28,68,0.1,113,41,180,10,22,51,29
Mumbai,2022-04-29,167,0.83,20,30,15,5,20,202,8
Mumbai,2022-04-30,126,0.17,28,20,98,15,87,148,12
Mumbai,2022-05-01,168,4.71,65,39,44,32,150,167,21
Mumbai,2022-05-02,10,0.38,36,6,12,12,48,41,47
Mumbai,2022-05-03,118,3.87,21,82,32,27,5,38,45
Mumbai,2022-05-04,147,3.31,44,78,142,24,28,129,16
Mumbai,2022-05-05,86,0.1,28,69,10,35,16,41,5
Mumbai,2022-05-06,159,3.08,44,17,111,5,32,19,17
Mumbai,2022-05-07,85,6.34,12,49,23,2,8,53,15
Mumbai,2022-05-08,68,3.39,95,62,82,10,17,84,15
Mumbai,2022-05-09,134,2.48,28,81,61,21,62,209,31
Mumbai,2022-05-10,42,3.22,31,42,76,17,43,76,23
Mumbai,2022-05-11,42,0.11,12,150,10,25,70,29,43
Mumbai,2022-05-12,118,0.96,105,21,51,16,25,44,14
Mumbai,2022-05-13,92,7.95,62,79,13,14,56,88,15
Mumbai,2022-05-14,114,0.49,26,88,102,18,41,56,17
Mumbai,2022-05-15,176,2.6,25,28,56,18,22,111,32
Mumbai,2022-05-16,121,4.57,20,88,19,19,145,79,14
